1.7881e-307	1
-20.6757	1.04871e-009
-26.6835	2.57919e-012
-29.4511	1.62008e-013
-21.3807	5.18179e-010
-29.7545	1.19616e-013
-28.4351	4.47509e-013
-21.3208	5.50153e-010
-22.1983	2.28764e-010
-20.3469	1.45702e-009
-27.9033	7.61662e-013
-26.0276	4.9698e-012
-19.3791	3.83489e-009
-25.4189	9.13508e-012
-23.6123	5.56304e-011
-29.1453	2.19974e-013
-27.9638	7.16946e-013
-20.5997	1.13154e-009
-29.4273	1.65921e-013
-18.2161	1.22696e-008
-23.1616	8.73094e-011
-26.4884	3.1349e-012
-29.0452	2.43131e-013
-33.6675	2.39007e-015
-23.7054	5.06845e-011
-22.0761	2.58495e-010
-21.5428	4.40645e-010
-26.8361	2.2143e-012
-26.6303	2.72011e-012
-20.6631	1.06205e-009
-29.4787	1.57606e-013
-30.7327	4.49719e-014
-21.531	4.45869e-010
-28.9197	2.75622e-013
-26.5992	2.80614e-012
-18.1052	1.37086e-008
-24.2869	2.83362e-011
-27.5804	1.0519e-012
-22.3091	2.04777e-010
-21.0473	7.23211e-010
-25.6561	7.20624e-012
-28.7618	3.22778e-013
-25.1838	1.15565e-011
-22.8002	1.25312e-010
-29.0754	2.35898e-013
-24.989	1.40413e-011
-28.5664	3.92426e-013
-25.552	7.99701e-012
-31.7098	1.69286e-014
-19.675	2.8527e-009
-22.9894	1.03717e-010
-25.9161	5.55612e-012
-20.451	1.31293e-009
-26.6706	2.61275e-012
-26.0461	4.87873e-012
-26.1503	4.39603e-012
-21.116	6.75238e-010
-22.0738	2.59097e-010
-23.987	3.82466e-011
-29.384	1.73261e-013
-28.3368	4.93712e-013
-31.6298	1.8338e-014
-26.1884	4.23178e-012
-28.194	5.695e-013
-25.7029	6.87652e-012
-28.5305	4.0677e-013
-28.7969	3.11646e-013
-26.9178	2.04065e-012
-24.1813	3.14927e-011
-25.0115	1.37289e-011
-29.4067	1.6937e-013
-23.5145	6.13428e-011
-19.3742	3.8537e-009
-23.7203	4.99364e-011
-26.5127	3.05968e-012
-20.6889	1.03495e-009
-24.735	1.81024e-011
-28.3898	4.68232e-013
-29.7278	1.22852e-013
-16.8272	4.92088e-008
-22.488	1.7123e-010
-30.7365	4.48012e-014
-23.1166	9.1328e-011
-19.7996	2.5185e-009
-26.8923	2.0932e-012
-26.5913	2.82855e-012
-27.3797	1.28566e-012
-23.8076	4.57586e-011
-21.6586	3.92456e-010
-28.3744	4.75524e-013
-19.3691	3.8737e-009
-26.5059	3.08074e-012
-24.734	1.81208e-011
-26.9014	2.07431e-012
-26.8691	2.14245e-012
-24.2567	2.92052e-011
-27.4977	1.1426e-012
-20.791	9.34477e-010
-19.529	3.3011e-009
-25.1119	1.24174e-011
-22.5519	1.60634e-010
-24.5789	2.11593e-011
-28.8162	3.05707e-013
-21.3522	5.33151e-010
-22.5431	1.62046e-010
-21.0755	7.03121e-010
-29.5376	1.48591e-013
-24.8757	1.57267e-011
-24.7799	1.7308e-011
-19.3163	4.0837e-009
-20.5216	1.22347e-009
-22.8821	1.15456e-010
-29.252	1.977e-013
-30.7136	4.58395e-014
-29.0843	2.33807e-013
-23.5193	6.10526e-011
-25.4422	8.92468e-012
-29.4845	1.56697e-013
-23.8949	4.1934e-011
-24.6199	2.03105e-011
-20.9004	8.37685e-010
-32.0267	1.23304e-014
-21.7927	3.43195e-010
-26.9706	1.93565e-012
-24.6401	1.99044e-011
-27.4289	1.22401e-012
-23.4279	6.68938e-011
-21.6331	4.0261e-010
-23.353	7.20954e-011
-18.4931	9.30175e-009
-20.0814	1.90012e-009
-26.1418	4.43359e-012
-28.7963	3.11823e-013
-26.5443	2.96463e-012
-23.2389	8.08144e-011
-25.536	8.12575e-012
-24.0497	3.59217e-011
-27.3439	1.33257e-012
-27.9524	7.25145e-013
-22.2004	2.28295e-010
-26.8508	2.18189e-012
-23.7471	4.86154e-011
-18.7565	7.14739e-009
-26.529	3.01027e-012
-35.2996	4.67279e-016
-22.4728	1.73847e-010
-22.0079	2.76753e-010
-17.4199	2.7205e-008
-24.7954	1.70406e-011
-28.5531	3.97677e-013
-27.5593	1.07437e-012
-28.6316	3.67661e-013
-30.2218	7.49607e-014
-21.6281	4.04608e-010
-29.2548	1.97146e-013
-32.5395	7.38345e-015
-23.936	4.02451e-011
-20.6506	1.07534e-009
-27.2379	1.4816e-012
-19.4745	3.48605e-009
-22.4084	1.85412e-010
-26.7522	2.40801e-012
-23.3895	6.95156e-011
-26.0597	4.81278e-012
-20.4135	1.36305e-009
-26.2428	4.00788e-012
-25.7689	6.4375e-012
-28.4939	4.21951e-013
-26.2709	3.89668e-012
-37.5554	4.89667e-017
-25.3992	9.31662e-012
-22.6325	1.48191e-010
-23.7657	4.77208e-011
-25.961	5.31219e-012
-23.5559	5.8859e-011
-20.8567	8.75051e-010
-19.0426	5.36917e-009
-29.2748	1.93239e-013
-24.2622	2.90454e-011
-24.1242	3.33426e-011
-26.8485	2.18689e-012
-26.1952	4.20292e-012
-22.1522	2.39566e-010
-17.9408	1.6159e-008
-26.1665	4.32552e-012
-24.93	1.48943e-011
-19.2868	4.20594e-009
-27.1382	1.63691e-012
-24.1585	3.22163e-011
-25.9869	5.17667e-012
-30.1374	8.15645e-014
-24.4235	2.47178e-011
-23.0117	1.01429e-010
-30.262	7.20078e-014
-27.3807	1.28443e-012
-24.0366	3.63947e-011
-28.1374	6.02667e-013
-22.5562	1.59949e-010
-19.7798	2.56894e-009
-25.8961	5.66876e-012
-29.2918	1.89989e-013
-31.0235	3.36251e-014
-24.2109	3.05724e-011
-26.3923	3.45132e-012
-24.1348	3.2991e-011
-25.9103	5.58842e-012
-26.605	2.79002e-012
-20.1275	1.81437e-009
-22.7982	1.2556e-010
-25.9189	5.54067e-012
-28.1576	5.90606e-013
-26.6745	2.60273e-012
-23.8668	4.31287e-011
-28.4732	4.30773e-013
-31.6878	1.73047e-014
-21.8672	3.18571e-010
-26.7017	2.53275e-012
-17.2536	3.21257e-008
-19.6245	3.00045e-009
-32.067	1.18431e-014
-27.883	7.77229e-013
-23.7549	4.82385e-011
-26.1366	4.45685e-012
-25.4301	9.03328e-012
-25.6956	6.92721e-012
-32.3689	8.75738e-015
-26.4004	3.42329e-012
-29.0788	2.35081e-013
-21.5259	4.48158e-010
-24.4568	2.39092e-011
-23.2664	7.86214e-011
-25.4267	9.06425e-012
-20.4793	1.27627e-009
-25.0429	1.33046e-011
-24.3362	2.69715e-011
-27.6896	9.4314e-013
-24.47	2.35957e-011
-22.9893	1.03724e-010
-24.135	3.29824e-011
-27.4131	1.24354e-012
-24.8972	1.53914e-011
-25.3359	9.92532e-012
-28.8983	2.81591e-013
-24.8745	1.57448e-011
-28.9594	2.64898e-013
-29.419	1.67295e-013
-18.7344	7.3074e-009
-23.099	9.29424e-011
-22.7383	1.33313e-010
-21.6819	3.83408e-010
-23.817	4.53324e-011
-19.3894	3.79561e-009
-25.2731	1.05685e-011
-21.4661	4.75766e-010
-23.7382	4.90511e-011
-23.9827	3.84114e-011
-23.5548	5.8924e-011
-22.502	1.68859e-010
-27.9077	7.58299e-013
-22.5937	1.54049e-010
-36.0453	2.21673e-016
-24.7074	1.86093e-011
-18.6681	7.80832e-009
-23.4908	6.28169e-011
-27.0748	1.7441e-012
-20.9517	7.95811e-010
-28.3649	4.80039e-013
-30.7176	4.56601e-014
-25.467	8.70592e-012
-27.6289	1.00212e-012
-26.5554	2.9317e-012
-21.912	3.04615e-010
-28.5149	4.13164e-013
